代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10009722,科创板50沽3月1250,,,,,,,1.25,244.0,,,,10,0.0,0.19,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009721,科创板50沽3月1200,,,,,,,1.2,244.0,,,,10,0.0,0.14,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009720,科创板50沽3月1150,,,,,,,1.15,244.0,,,,10,0.0,0.09,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009719,科创板50沽3月1100,,,,,,,1.1,244.0,,,,10,0.0,0.04,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009718,科创板50沽3月1050,,,,,,,1.05,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009717,科创板50沽3月1000,,,,,,,1.0,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009716,科创板50沽3月950,,,,,,,0.95,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009715,科创板50沽3月900,,,,,,,0.9,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009714,科创板50沽3月850,,,,,,,0.85,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009713,科创板50购3月1250,,,,,,,1.25,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009712,科创板50购3月1200,,,,,,,1.2,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009711,科创板50购3月1150,,,,,,,1.15,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009710,科创板50购3月1100,,,,,,,1.1,244.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009709,科创板50购3月1050,,,,,,,1.05,244.0,,,,10,0.0,0.01,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009708,科创板50购3月1000,,,,,,,1.0,244.0,,,,10,0.0,0.06,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009707,科创板50购3月950,,,,,,,0.95,244.0,,,,10,0.0,0.11,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009706,科创板50购3月900,,,,,,,0.9,244.0,,,,10,0.0,0.16,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009705,科创板50购3月850,,,,,,,0.85,244.0,,,,10,0.0,0.21,0.0,,科创板50ETF,1.06,40.84,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009704,科创50沽3月1250,,,,,,,1.25,244.0,,,,10,0.0,0.164,0.0,,科创50ETF,1.086,41.53,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009703,科创50沽3月1200,,,,,,,1.2,244.0,,,,10,0.0,0.114,0.0,,科创50ETF,1.086,41.53,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009702,科创50沽3月1150,,,,,,,1.15,244.0,,,,10,0.0,0.064,0.0,,科创50ETF,1.086,41.53,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009701,科创50沽3月1100,,,,,,,1.1,244.0,,,,10,0.0,0.014,0.0,,科创50ETF,1.086,41.53,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
