代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10010158,科创50沽11月1300,,,,,,,1.3,58.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.543,33.28,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010157,科创50购11月1300,,,,,,,1.3,58.0,,,,10,0.0,0.243,0.0,,科创50ETF,1.543,33.28,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010156,500ETF沽11月6250,,,,,,,6.25,58.0,,,,10,0.0,0.0,0.0,,中证500ETF,7.462,21.78,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010155,500ETF购11月6250,,,,,,,6.25,58.0,,,,10,0.0,1.212,0.0,,中证500ETF,7.462,21.78,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010154,科创板50沽11月1700,,,,,,,1.7,58.0,,0.254,,10,0.064,0.19,0.0,,科创板50ETF,1.51,32.74,2025-11-26,5.75,0.0,0.0,0.0,0.0,0.0,0.0
10010153,科创板50沽11月1650,,,,,,,1.65,58.0,,0.2153,,10,0.0753,0.14,0.0,,科创板50ETF,1.51,32.74,2025-11-26,6.73,0.0,0.0,0.0,0.0,0.0,0.0
10010152,科创板50沽11月1600,,,,,,,1.6,58.0,,0.1787,,10,0.0887,0.09,0.0,,科创板50ETF,1.51,32.74,2025-11-26,8.17,0.0,0.0,0.0,0.0,0.0,0.0
10010151,科创板50沽11月1550,,,,,,,1.55,58.0,,0.1438,,10,0.1038,0.04,0.0,,科创板50ETF,1.51,32.74,2025-11-26,9.79,0.0,0.0,0.0,0.0,0.0,0.0
10010150,科创板50沽11月1500,,,,,,,1.5,58.0,,0.1137,,10,0.1137,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,12.37,0.0,0.0,0.0,0.0,0.0,0.0
10010149,科创板50沽11月1450,,,,,,,1.45,58.0,,0.087,,10,0.087,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,15.83,0.0,0.0,0.0,0.0,0.0,0.0
10010148,科创板50沽11月1400,,,,,,,1.4,58.0,,0.0652,,10,0.0652,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,21.0,0.0,0.0,0.0,0.0,0.0,0.0
10010147,科创板50沽11月1350,,,,,,,1.35,58.0,,0.0452,,10,0.0452,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,29.21,0.0,0.0,0.0,0.0,0.0,0.0
10010146,科创板50沽11月1300,,,,,,,1.3,58.0,,0.0325,,10,0.0325,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,43.52,0.0,0.0,0.0,0.0,0.0,0.0
10010145,科创板50购11月1700,,,,,,,1.7,58.0,,0.0425,,10,0.0425,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,35.95,0.0,0.0,0.0,0.0,0.0,0.0
10010144,科创板50购11月1650,,,,,,,1.65,58.0,,0.0531,,10,0.0531,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,29.04,0.0,0.0,0.0,0.0,0.0,0.0
10010143,科创板50购11月1600,,,,,,,1.6,58.0,,0.0672,,10,0.0672,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,22.71,0.0,0.0,0.0,0.0,0.0,0.0
10010142,科创板50购11月1550,,,,,,,1.55,58.0,,0.0846,,10,0.0846,0.0,0.0,,科创板50ETF,1.51,32.74,2025-11-26,18.19,0.0,0.0,0.0,0.0,0.0,0.0
10010141,科创板50购11月1500,,,,,,,1.5,58.0,,0.1033,,10,0.0933,0.01,0.0,,科创板50ETF,1.51,32.74,2025-11-26,14.7,0.0,0.0,0.0,0.0,0.0,0.0
10010140,科创板50购11月1450,,,,,,,1.45,58.0,,0.1275,,10,0.0675,0.06,0.0,,科创板50ETF,1.51,32.74,2025-11-26,12.14,0.0,0.0,0.0,0.0,0.0,0.0
