代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10009490,300ETF沽12月4300,,,,,,,4.3,187.0,,,,10,0.0,0.422,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009489,300ETF沽12月4200,,,,,,,4.2,187.0,,,,10,0.0,0.322,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009488,300ETF沽12月4100,,,,,,,4.1,187.0,,,,10,0.0,0.222,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009487,300ETF沽12月4000,,,,,,,4.0,187.0,,,,10,0.0,0.122,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009486,300ETF沽12月3900,,,,,,,3.9,187.0,,,,10,0.0,0.022,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009485,300ETF沽12月3800,,,,,,,3.8,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009484,300ETF沽12月3700,,,,,,,3.7,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009483,300ETF沽12月3600,,,,,,,3.6,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009482,300ETF沽12月3500,,,,,,,3.5,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009481,300ETF购12月4300,,,,,,,4.3,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009480,300ETF购12月4200,,,,,,,4.2,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009479,300ETF购12月4100,,,,,,,4.1,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009478,300ETF购12月4000,,,,,,,4.0,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009477,300ETF购12月3900,,,,,,,3.9,187.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009476,300ETF购12月3800,,,,,,,3.8,187.0,,,,10,0.0,0.078,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009475,300ETF购12月3700,,,,,,,3.7,187.0,,,,10,0.0,0.178,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009474,300ETF购12月3600,,,,,,,3.6,187.0,,,,10,0.0,0.278,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009473,300ETF购12月3500,,,,,,,3.5,187.0,,,,10,0.0,0.378,0.0,,沪深300ETF,3.878,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009472,300ETF沽9月4300,,,,,,,4.3,96.0,,,,10,0.0,0.422,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009471,300ETF沽9月4200,,,,,,,4.2,96.0,,,,10,0.0,0.322,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009470,300ETF沽9月4100,,,,,,,4.1,96.0,,,,10,0.0,0.222,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009469,300ETF沽9月4000,,,,,,,4.0,96.0,,,,10,0.0,0.122,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009468,300ETF沽9月3900,,,,,,,3.9,96.0,,,,10,0.0,0.022,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009467,300ETF沽9月3800,,,,,,,3.8,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009466,300ETF沽9月3700,,,,,,,3.7,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009465,300ETF沽9月3600,,,,,,,3.6,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009464,300ETF沽9月3500,,,,,,,3.5,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009463,300ETF购9月4300,,,,,,,4.3,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009462,300ETF购9月4200,,,,,,,4.2,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009461,300ETF购9月4100,,,,,,,4.1,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009460,300ETF购9月4000,,,,,,,4.0,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009459,300ETF购9月3900,,,,,,,3.9,96.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009458,300ETF购9月3800,,,,,,,3.8,96.0,,,,10,0.0,0.078,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009457,300ETF购9月3700,,,,,,,3.7,96.0,,,,10,0.0,0.178,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009456,300ETF购9月3600,,,,,,,3.6,96.0,,,,10,0.0,0.278,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009455,300ETF购9月3500,,,,,,,3.5,96.0,,,,10,0.0,0.378,0.0,,沪深300ETF,3.878,23.47,2025-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009454,300ETF沽7月4300,,,,,,,4.3,33.0,,,,10,0.0,0.422,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009453,300ETF沽7月4200,,,,,,,4.2,33.0,,,,10,0.0,0.322,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009452,300ETF沽7月4100,,,,,,,4.1,33.0,,,,10,0.0,0.222,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009451,300ETF沽7月4000,,,,,,,4.0,33.0,,,,10,0.0,0.122,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009450,300ETF沽7月3900,,,,,,,3.9,33.0,,,,10,0.0,0.022,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009449,300ETF沽7月3800,,,,,,,3.8,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009448,300ETF沽7月3700,,,,,,,3.7,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009447,300ETF沽7月3600,,,,,,,3.6,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009446,300ETF沽7月3500,,,,,,,3.5,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009445,300ETF购7月4300,,,,,,,4.3,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009444,300ETF购7月4200,,,,,,,4.2,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009443,300ETF购7月4100,,,,,,,4.1,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009442,300ETF购7月4000,,,,,,,4.0,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009441,300ETF购7月3900,,,,,,,3.9,33.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009440,300ETF购7月3800,,,,,,,3.8,33.0,,,,10,0.0,0.078,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009439,300ETF购7月3700,,,,,,,3.7,33.0,,,,10,0.0,0.178,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009438,300ETF购7月3600,,,,,,,3.6,33.0,,,,10,0.0,0.278,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009437,300ETF购7月3500,,,,,,,3.5,33.0,,,,10,0.0,0.378,0.0,,沪深300ETF,3.878,23.47,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009436,300ETF沽6月4300,,,,,,,4.3,5.0,,,,10,0.005,0.422,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009435,300ETF沽6月4200,,,,,,,4.2,5.0,,,,10,0.005,0.322,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009434,300ETF沽6月4100,,,,,,,4.1,5.0,,,,10,0.005,0.222,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009433,300ETF沽6月4000,,,,,,,4.0,5.0,,,,10,0.0059,0.122,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009432,300ETF沽6月3900,,,,,,,3.9,5.0,,,,10,0.0177,0.022,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009431,300ETF沽6月3800,,,,,,,3.8,5.0,,,,10,0.0056,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009430,300ETF沽6月3700,,,,,,,3.7,5.0,,,,10,0.0014,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009429,300ETF沽6月3600,,,,,,,3.6,5.0,,,,10,0.0004,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009428,300ETF沽6月3500,,,,,,,3.5,5.0,,,,10,0.0001,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009427,300ETF购6月4300,,,,,,,4.3,5.0,,,,10,0.0001,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009426,300ETF购6月4200,,,,,,,4.2,5.0,,,,10,0.0001,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009425,300ETF购6月4100,,,,,,,4.1,5.0,,,,10,0.0004,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009424,300ETF购6月4000,,,,,,,4.0,5.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009423,300ETF购6月3900,,,,,,,3.9,5.0,,,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009422,300ETF购6月3800,,,,,,,3.8,5.0,,,,10,0.0,0.078,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009421,300ETF购6月3700,,,,,,,3.7,5.0,,,,10,0.0,0.178,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009420,300ETF购6月3600,,,,,,,3.6,5.0,,,,10,0.0,0.278,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009419,300ETF购6月3500,,,,,,,3.5,5.0,,,,10,0.0,0.378,0.0,,沪深300ETF,3.878,23.47,2025-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009418,科创板50沽7月1250,,,,,,,1.25,33.0,,0.2328,,10,0.0,0.268,0.0,,科创板50ETF,0.982,41.42,2025-07-23,3.89,0.0,0.0,0.0,0.0,0.0,0.0
10009417,科创板50购7月1250,,,,,,,1.25,33.0,,0.0022,,10,0.0,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,654.67,0.0,0.0,0.0,0.0,0.0,0.0
10009416,科创50沽7月1250,,,,,,,1.25,33.0,,0.207,,10,0.0,0.244,0.0,,科创50ETF,1.006,42.06,2025-07-23,4.45,0.0,0.0,0.0,0.0,0.0,0.0
10009415,科创50购7月1250,,,,,,,1.25,33.0,,0.0028,,10,0.0,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,558.89,0.0,0.0,0.0,0.0,0.0,0.0
10009414,300ETF沽7月4303A,,,,,,,4.303,33.0,,0.4135,,10,0.0,0.425,0.0,,沪深300ETF,3.878,23.47,2025-07-23,9.55,0.0,0.0,0.0,0.0,0.0,0.0
10009413,300ETF购7月4303A,,,,,,,4.303,33.0,,0.0058,,10,0.0,0.0,0.0,,沪深300ETF,3.878,23.47,2025-07-23,587.58,0.0,0.0,0.0,0.0,0.0,0.0
10009412,科创板50沽7月1200,,,,,,,1.2,33.0,,0.1852,,10,0.0,0.218,0.0,,科创板50ETF,0.982,41.42,2025-07-23,4.83,0.0,0.0,0.0,0.0,0.0,0.0
10009411,科创板50沽7月1150,,,,,,,1.15,33.0,,0.1381,,10,0.0,0.168,0.0,,科创板50ETF,0.982,41.42,2025-07-23,6.31,0.0,0.0,0.0,0.0,0.0,0.0
10009410,科创板50沽7月1100,,,,,,,1.1,33.0,,0.0919,,10,0.0061,0.118,0.0,,科创板50ETF,0.982,41.42,2025-07-23,9.03,0.0,0.0,0.0,0.0,0.0,0.0
10009409,科创板50沽7月1050,,,,,,,1.05,33.0,,0.0506,,10,0.0095,0.068,0.0,,科创板50ETF,0.982,41.42,2025-07-23,15.34,0.0,0.0,0.0,0.0,0.0,0.0
10009408,科创板50沽7月1000,,,,,,,1.0,33.0,,0.0217,,10,0.0191,0.018,0.0,,科创板50ETF,0.982,41.42,2025-07-23,34.46,0.0,0.0,0.0,0.0,0.0,0.0
10009407,科创板50沽7月950,,,,,,,0.95,33.0,,0.0085,,10,0.0129,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,94.42,0.0,0.0,0.0,0.0,0.0,0.0
10009406,科创板50沽7月900,,,,,,,0.9,33.0,,0.0038,,10,0.0052,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,218.22,0.0,0.0,0.0,0.0,0.0,0.0
10009405,科创板50沽7月850,,,,,,,0.85,33.0,,0.0021,,10,0.0024,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,467.62,0.0,0.0,0.0,0.0,0.0,0.0
10009404,科创板50沽7月800,,,,,,,0.8,33.0,,0.0014,,10,0.0015,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,613.75,0.0,0.0,0.0,0.0,0.0,0.0
10009403,科创板50购7月1200,,,,,,,1.2,33.0,,0.0036,,10,0.0019,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,377.69,0.0,0.0,0.0,0.0,0.0,0.0
10009402,科创板50购7月1150,,,,,,,1.15,33.0,,0.0053,,10,0.0021,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,272.78,0.0,0.0,0.0,0.0,0.0,0.0
10009401,科创板50购7月1100,,,,,,,1.1,33.0,,0.0091,,10,0.0034,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,172.28,0.0,0.0,0.0,0.0,0.0,0.0
10009400,科创板50购7月1050,,,,,,,1.05,33.0,,0.0187,,10,0.0067,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,80.49,0.0,0.0,0.0,0.0,0.0,0.0
10009399,科创板50购7月1000,,,,,,,1.0,33.0,,0.0402,,10,0.0165,0.0,0.0,,科创板50ETF,0.982,41.42,2025-07-23,35.58,0.0,0.0,0.0,0.0,0.0,0.0
10009398,科创板50购7月950,,,,,,,0.95,33.0,,0.0775,,10,0.0109,0.032,0.0,,科创板50ETF,0.982,41.42,2025-07-23,16.56,0.0,0.0,0.0,0.0,0.0,0.0
10009397,科创板50购7月900,,,,,,,0.9,33.0,,0.127,,10,0.006,0.082,0.0,,科创板50ETF,0.982,41.42,2025-07-23,9.26,0.0,0.0,0.0,0.0,0.0,0.0
10009396,科创板50购7月850,,,,,,,0.85,33.0,,0.177,,10,0.006,0.132,0.0,,科创板50ETF,0.982,41.42,2025-07-23,6.29,0.0,0.0,0.0,0.0,0.0,0.0
10009395,科创板50购7月800,,,,,,,0.8,33.0,,0.227,,10,0.006,0.182,0.0,,科创板50ETF,0.982,41.42,2025-07-23,4.77,0.0,0.0,0.0,0.0,0.0,0.0
10009394,科创50沽7月1200,,,,,,,1.2,33.0,,0.1585,,10,0.0016,0.194,0.0,,科创50ETF,1.006,42.06,2025-07-23,5.68,0.0,0.0,0.0,0.0,0.0,0.0
10009393,科创50沽7月1150,,,,,,,1.15,33.0,,0.1112,,10,0.001,0.144,0.0,,科创50ETF,1.006,42.06,2025-07-23,7.79,0.0,0.0,0.0,0.0,0.0,0.0
10009392,科创50沽7月1100,,,,,,,1.1,33.0,,0.0674,,10,0.004,0.094,0.0,,科创50ETF,1.006,42.06,2025-07-23,12.05,0.0,0.0,0.0,0.0,0.0,0.0
10009391,科创50沽7月1050,,,,,,,1.05,33.0,,0.0326,,10,0.0104,0.044,0.0,,科创50ETF,1.006,42.06,2025-07-23,23.34,0.0,0.0,0.0,0.0,0.0,0.0
10009390,科创50沽7月1000,,,,,,,1.0,33.0,,0.0121,,10,0.0227,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,44.32,0.0,0.0,0.0,0.0,0.0,0.0
10009389,科创50沽7月950,,,,,,,0.95,33.0,,0.0049,,10,0.0078,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,128.97,0.0,0.0,0.0,0.0,0.0,0.0
10009388,科创50沽7月900,,,,,,,0.9,33.0,,0.0024,,10,0.0034,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,295.88,0.0,0.0,0.0,0.0,0.0,0.0
10009387,科创50沽7月850,,,,,,,0.85,33.0,,0.0016,,10,0.0023,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,437.39,0.0,0.0,0.0,0.0,0.0,0.0
10009386,科创50沽7月800,,,,,,,0.8,33.0,,0.0014,,10,0.0016,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,628.75,0.0,0.0,0.0,0.0,0.0,0.0
10009385,科创50购7月1200,,,,,,,1.2,33.0,,0.0042,,10,0.002,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,503.0,0.0,0.0,0.0,0.0,0.0,0.0
10009384,科创50购7月1150,,,,,,,1.15,33.0,,0.0065,,10,0.0025,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,402.4,0.0,0.0,0.0,0.0,0.0,0.0
10009383,科创50购7月1100,,,,,,,1.1,33.0,,0.0129,,10,0.0049,0.0,0.0,,科创50ETF,1.006,42.06,2025-07-23,205.31,0.0,0.0,0.0,0.0,0.0,0.0
