代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10009756,300ETF沽3月3700,,,,,,,3.7,224.0,,,,10,0.0598,0.0,0.0,,沪深300ETF,4.263,23.24,2026-03-25,63.44,0.0,0.0,0.0,0.0,0.0,0.0
10009755,300ETF购3月3700,,,,,,,3.7,224.0,,,,10,-0.0132,0.563,0.0,,沪深300ETF,4.263,23.24,2026-03-25,8.3,0.0,0.0,0.0,0.0,0.0,0.0
10009754,科创50沽3月1350,,,,,,,1.35,224.0,,0.2862,,10,0.0508,0.217,0.0,,科创50ETF,1.133,41.19,2026-03-25,3.9,0.0,0.0,0.0,0.0,0.0,0.0
10009753,科创50购3月1350,,,,,,,1.35,224.0,,0.0541,,10,0.0402,0.0,0.0,,科创50ETF,1.133,41.19,2026-03-25,31.21,0.0,0.0,0.0,0.0,0.0,0.0
10009752,科创50沽12月1350,,,,,,,1.35,133.0,,0.2671,,10,0.0571,0.217,0.0,,科创50ETF,1.133,41.19,2025-12-24,4.13,0.0,0.0,0.0,0.0,0.0,0.0
10009751,科创50购12月1350,,,,,,,1.35,133.0,,0.0338,,10,0.0223,0.0,0.0,,科创50ETF,1.133,41.19,2025-12-24,50.81,0.0,0.0,0.0,0.0,0.0,0.0
10009750,科创50沽8月1350,,,,,,,1.35,14.0,,0.238,,10,0.0,0.217,0.0,,科创50ETF,1.133,41.19,2025-08-27,4.46,0.0,0.0,0.0,0.0,0.0,0.0
10009749,科创50购8月1350,,,,,,,1.35,14.0,,0.0018,,10,0.0,0.0,0.0,,科创50ETF,1.133,41.19,2025-08-27,2832.5,0.0,0.0,0.0,0.0,0.0,0.0
10009748,500ETF沽3月7500,,,,,,,7.5,224.0,,1.5006,,10,0.4961,0.918,0.0,,中证500ETF,6.582,26.29,2026-03-25,4.36,0.0,0.0,0.0,0.0,0.0,0.0
10009747,500ETF购3月7500,,,,,,,7.5,224.0,,0.0762,,10,0.0688,0.0,0.0,,中证500ETF,6.582,26.29,2026-03-25,109.34,0.0,0.0,0.0,0.0,0.0,0.0
10009746,500ETF沽12月7500,,,,,,,7.5,133.0,,1.3628,,10,0.4484,0.918,0.0,,中证500ETF,6.582,26.29,2025-12-24,4.82,0.0,0.0,0.0,0.0,0.0,0.0
10009745,500ETF购12月7500,,,,,,,7.5,133.0,,0.0485,,10,0.034,0.0,0.0,,中证500ETF,6.582,26.29,2025-12-24,193.59,0.0,0.0,0.0,0.0,0.0,0.0
10009744,500ETF沽9月7500,,,,,,,7.5,42.0,,1.2082,,10,0.1715,0.918,0.0,,中证500ETF,6.582,26.29,2025-09-24,5.52,0.0,0.0,0.0,0.0,0.0,0.0
10009743,500ETF购9月7500,,,,,,,7.5,42.0,,0.0143,,10,0.0076,0.0,0.0,,中证500ETF,6.582,26.29,2025-09-24,1079.02,0.0,0.0,0.0,0.0,0.0,0.0
10009742,500ETF沽8月7500,,,,,,,7.5,14.0,,1.1545,,10,0.0,0.918,0.0,,中证500ETF,6.582,26.29,2025-08-27,5.79,0.0,0.0,0.0,0.0,0.0,0.0
10009741,500ETF购8月7500,,,,,,,7.5,14.0,,0.0027,,10,0.0,0.0,0.0,,中证500ETF,6.582,26.29,2025-08-27,8227.5,0.0,0.0,0.0,0.0,0.0,0.0
10009740,科创板50沽3月1300,,,,,,,1.3,224.0,,0.2714,,10,0.0544,0.193,0.0,,科创板50ETF,1.107,40.48,2026-03-25,4.19,0.0,0.0,0.0,0.0,0.0,0.0
10009739,科创板50购3月1300,,,,,,,1.3,224.0,,0.056,,10,0.0416,0.0,0.0,,科创板50ETF,1.107,40.48,2026-03-25,29.52,0.0,0.0,0.0,0.0,0.0,0.0
10009738,科创板50沽12月1300,,,,,,,1.3,133.0,,0.248,,10,0.0598,0.193,0.0,,科创板50ETF,1.107,40.48,2025-12-24,4.38,0.0,0.0,0.0,0.0,0.0,0.0
10009737,科创板50购12月1300,,,,,,,1.3,133.0,,0.0347,,10,0.0237,0.0,0.0,,科创板50ETF,1.107,40.48,2025-12-24,46.71,0.0,0.0,0.0,0.0,0.0,0.0
10009736,科创板50沽8月1300,,,,,,,1.3,14.0,,0.2156,,10,0.0,0.193,0.0,,科创板50ETF,1.107,40.48,2025-08-27,4.81,0.0,0.0,0.0,0.0,0.0,0.0
10009735,科创板50购8月1300,,,,,,,1.3,14.0,,0.0025,,10,0.0,0.0,0.0,,科创板50ETF,1.107,40.48,2025-08-27,1581.43,0.0,0.0,0.0,0.0,0.0,0.0
10009734,科创50沽3月1300,,,,,,,1.3,224.0,,0.2467,,10,0.0582,0.167,0.0,,科创50ETF,1.133,41.19,2026-03-25,4.56,0.0,0.0,0.0,0.0,0.0,0.0
10009733,科创50购3月1300,,,,,,,1.3,224.0,,0.0628,,10,0.0486,0.0,0.0,,科创50ETF,1.133,41.19,2026-03-25,25.87,0.0,0.0,0.0,0.0,0.0,0.0
10009732,科创50沽8月1300,,,,,,,1.3,14.0,,0.188,,10,0.0,0.167,0.0,,科创50ETF,1.133,41.19,2025-08-27,5.55,0.0,0.0,0.0,0.0,0.0,0.0
10009731,科创50购8月1300,,,,,,,1.3,14.0,,0.0027,,10,0.0,0.0,0.0,,科创50ETF,1.133,41.19,2025-08-27,1416.25,0.0,0.0,0.0,0.0,0.0,0.0
