代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10009756,300ETF沽3月3700,,,,,,,3.7,230.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.193,23.27,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009755,300ETF购3月3700,,,,,,,3.7,230.0,,,,10,0.0,0.493,0.0,,沪深300ETF,4.193,23.27,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009754,科创50沽3月1350,,,,,,,1.35,230.0,,,,10,0.0,0.238,0.0,,科创50ETF,1.112,41.15,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009753,科创50购3月1350,,,,,,,1.35,230.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.112,41.15,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009752,科创50沽12月1350,,,,,,,1.35,139.0,,,,10,0.0,0.238,0.0,,科创50ETF,1.112,41.15,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009751,科创50购12月1350,,,,,,,1.35,139.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.112,41.15,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009750,科创50沽8月1350,,,,,,,1.35,20.0,,,,10,0.0,0.238,0.0,,科创50ETF,1.112,41.15,2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009749,科创50购8月1350,,,,,,,1.35,20.0,,,,10,0.0018,0.0,0.0,,科创50ETF,1.112,41.15,2025-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009748,500ETF沽3月7500,,,,,,,7.5,230.0,,,,10,0.0,1.092,0.0,,中证500ETF,6.408,26.33,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009747,500ETF购3月7500,,,,,,,7.5,230.0,,,,10,0.0,0.0,0.0,,中证500ETF,6.408,26.33,2026-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009746,500ETF沽12月7500,,,,,,,7.5,139.0,,,,10,0.0,1.092,0.0,,中证500ETF,6.408,26.33,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009745,500ETF购12月7500,,,,,,,7.5,139.0,,,,10,0.0,0.0,0.0,,中证500ETF,6.408,26.33,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
