代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10010154,科创板50沽11月1700,,,,,,,1.7,61.0,,,,10,0.0,0.207,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010153,科创板50沽11月1650,,,,,,,1.65,61.0,,,,10,0.0,0.157,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010152,科创板50沽11月1600,,,,,,,1.6,61.0,,,,10,0.0,0.107,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010151,科创板50沽11月1550,,,,,,,1.55,61.0,,,,10,0.0,0.057,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010150,科创板50沽11月1500,,,,,,,1.5,61.0,,,,10,0.0,0.007,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010149,科创板50沽11月1450,,,,,,,1.45,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010148,科创板50沽11月1400,,,,,,,1.4,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010147,科创板50沽11月1350,,,,,,,1.35,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010146,科创板50沽11月1300,,,,,,,1.3,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010145,科创板50购11月1700,,,,,,,1.7,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010144,科创板50购11月1650,,,,,,,1.65,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010143,科创板50购11月1600,,,,,,,1.6,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010142,科创板50购11月1550,,,,,,,1.55,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010141,科创板50购11月1500,,,,,,,1.5,61.0,,,,10,0.0,0.0,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010140,科创板50购11月1450,,,,,,,1.45,61.0,,,,10,0.0,0.043,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010139,科创板50购11月1400,,,,,,,1.4,61.0,,,,10,0.0,0.093,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010138,科创板50购11月1350,,,,,,,1.35,61.0,,,,10,0.0,0.143,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010137,科创板50购11月1300,,,,,,,1.3,61.0,,,,10,0.0,0.193,0.0,,科创板50ETF,1.493,33.08,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010136,科创50沽11月1750,,,,,,,1.75,61.0,,,,10,0.0,0.226,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010135,科创50沽11月1700,,,,,,,1.7,61.0,,,,10,0.0,0.176,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010134,科创50沽11月1650,,,,,,,1.65,61.0,,,,10,0.0,0.126,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010133,科创50沽11月1600,,,,,,,1.6,61.0,,,,10,0.0,0.076,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010132,科创50沽11月1550,,,,,,,1.55,61.0,,,,10,0.0,0.026,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010131,科创50沽11月1500,,,,,,,1.5,61.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010130,科创50沽11月1450,,,,,,,1.45,61.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010129,科创50沽11月1400,,,,,,,1.4,61.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010128,科创50沽11月1350,,,,,,,1.35,61.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010127,科创50购11月1750,,,,,,,1.75,61.0,,,,10,0.0,0.0,0.0,,科创50ETF,1.524,33.94,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
