代码,名称,最新价,涨跌额,涨跌幅,成交量,成交额,持仓量,行权价,剩余日,日增,昨结,今开,市场标识,时间价值,内在价值,隐含波动率,理论价格,标的名称,标的最新价,标的近一年波动率,到期日,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta
10009492,50ETF沽7月3000,,,,,,,3.0,28.0,,,,10,0.0,0.168,0.0,,上证50ETF,2.832,20.41,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009491,50ETF购7月3000,,,,,,,3.0,28.0,,,,10,0.0,0.0,0.0,,上证50ETF,2.832,20.41,2025-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009490,300ETF沽12月4300,,,,,,,4.3,182.0,,,,10,0.0,0.299,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009489,300ETF沽12月4200,,,,,,,4.2,182.0,,,,10,0.0,0.199,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009488,300ETF沽12月4100,,,,,,,4.1,182.0,,,,10,0.0,0.099,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009487,300ETF沽12月4000,,,,,,,4.0,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009486,300ETF沽12月3900,,,,,,,3.9,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009485,300ETF沽12月3800,,,,,,,3.8,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009484,300ETF沽12月3700,,,,,,,3.7,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009483,300ETF沽12月3600,,,,,,,3.6,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009482,300ETF沽12月3500,,,,,,,3.5,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009481,300ETF购12月4300,,,,,,,4.3,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009480,300ETF购12月4200,,,,,,,4.2,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009479,300ETF购12月4100,,,,,,,4.1,182.0,,,,10,0.0,0.0,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10009478,300ETF购12月4000,,,,,,,4.0,182.0,,,,10,0.0,0.001,0.0,,沪深300ETF,4.001,23.47,2025-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
