日期,开盘,最高,最低,收盘,成交量,期权合约简称,成交量,Delta,Gamma,Theta,Vega,隐含波动率,最高价,最低价,交易代码,行权价,最新价,理论价值
2025-02-27,0.0266,0.0312,0.0217,0.027,1274690,深证100ETF购3月2950,2710,0,NAN,0,0,0,0.0312,0.0217,159901C2503M002950,2.9500,0.0270,0
2025-02-27,0.0178,0.0209,0.0149,0.0182,526294,深证100ETF购3月3000,1991,0,NAN,0,0,0,0.0209,0.0149,159901C2503M003000,3.0000,0.0182,0
2025-02-27,0.0083,0.0103,0.0078,0.0089,933640,深证100ETF购3月3100,3130,0,NAN,0,0,0,0.0103,0.0078,159901C2503M003100,3.1000,0.0089,0
2025-02-27,0.0049,0.0061,0.0045,0.0051,270378,深证100ETF购3月3200,1879,0,NAN,0,0,0,0.0061,0.0045,159901C2503M003200,3.2000,0.0051,0
2025-02-27,0.003,0.0037,0.003,0.0033,117704,深证100ETF购3月3300,1605,0,NAN,0,0,0,0.0037,0.0030,159901C2503M003300,3.3000,0.0033,0
2025-02-27,0.0028,0.0028,0.0024,0.0025,25888,深证100ETF购3月3400,592,0,NAN,0,0,0,0.0028,0.0024,159901C2503M003400,3.4000,0.0025,0
2025-02-27,0.0024,0.0024,0.0017,0.002,32712,深证100ETF购3月3500,828,0,NAN,0,0,0,0.0024,0.0017,159901C2503M003500,3.5000,0.0020,0
2025-02-27,0.002,0.0021,0.0015,0.0015,69866,深证100ETF购3月3600,1208,0,NAN,0,0,0,0.0021,0.0015,159901C2503M003600,3.6000,0.0015,0
2025-02-27,0.0002,0.0003,0.0001,0.0003,5452,深证100ETF沽3月1950,263,-1,NAN,0.0778,0,0,0.0003,0.0001,159901P2503M001950,1.9500,0.0003,1.9442
2025-02-27,0.0008,0.0008,0.0001,0.0001,37082,深证100ETF沽3月2000,622,-1,NAN,0.0798,0,0,0.0008,0.0001,159901P2503M002000,2.0000,0.0001,1.9941
