日期,开盘,最高,最低,收盘,成交量,期权合约简称,成交量,Delta,Gamma,Theta,Vega,隐含波动率,最高价,最低价,交易代码,行权价,最新价,理论价值
2025-06-09,0.2126,0.221,0.2049,0.2079,41688,50ETF购6月2548A,29,0.9917,0.2444,-0.1249,0.0131,0.0009,0.2210,0.2049,510050C2506A02600,2.5480,0.2079,0.2127
2025-06-09,0.164,0.172,0.1529,0.1602,589333,50ETF购6月2597A,165,0.9663,0.8047,-0.1794,0.0432,0.0009,0.1720,0.1529,510050C2506A02650,2.5970,0.1602,0.1648
2025-06-09,0.1147,0.1267,0.1114,0.1127,1671101,50ETF购6月2646A,259,0.8989,1.9011,-0.282,0.102,0.0009,0.1267,0.1114,510050C2506A02700,2.6460,0.1127,0.1192
2025-06-09,0.0728,0.0815,0.0635,0.0702,11666241,50ETF购6月2695A,1504,0.7679,3.2808,-0.4053,0.1761,0.1078,0.0815,0.0635,510050C2506A02750,2.6950,0.0702,0.0785
2025-06-09,0.0075,0.0086,0.0054,0.0062,3578461,50ETF购6月2842A,4660,0.2,3.0098,-0.3187,0.1616,0.1344,0.0086,0.0054,510050C2506A02900,2.8420,0.0062,0.0102
2025-06-09,0.0037,0.0043,0.0023,0.0027,308881,50ETF购6月2891A,1630,0.0888,1.7288,-0.1803,0.0928,0.1488,0.0043,0.0023,510050C2506A02950,2.8910,0.0027,0.0038
2025-06-09,0.0022,0.0024,0.0017,0.0018,71891,50ETF购6月2940A,926,0.0325,0.7806,-0.0806,0.0419,0.1743,0.0024,0.0017,510050C2506A03000,2.9400,0.0018,0.0012
2025-06-09,0.0014,0.0014,0.0008,0.001,518888,50ETF购6月3000,4526,0.0073,0.2162,-0.0221,0.0116,0.1979,0.0014,0.0008,510050C2506M03000,3.0000,0.0010,0.0002
2025-06-09,0.0007,0.0007,0.0005,0.0005,19514,50ETF购6月3136A,517,0.0001,0.0037,-0.0004,0.0002,0.2589,0.0007,0.0005,510050C2506A03200,3.1360,0.0005,0
2025-06-09,0.0522,0.0587,0.0429,0.0513,43921492,50ETF沽6月2793A,5287,-0.6279,4.0663,-0.3299,0.2183,0.1416,0.0587,0.0429,510050P2506A02850,2.7930,0.0513,0.0556
2025-06-09,0.0855,0.0989,0.0807,0.0913,7334868,50ETF沽6月2842A,873,-0.8,3.0098,-0.2052,0.1616,0.1616,0.0989,0.0807,510050P2506A02900,2.8420,0.0913,0.0912
2025-06-09,0.0985,0.1075,0.0871,0.0969,118314439,50ETF沽6月2850,13864,-0.8225,2.7964,-0.1814,0.1501,0.1551,0.1075,0.0871,510050P2506M02850,2.8500,0.0969,0.0978
2025-06-09,0.1361,0.1441,0.1277,0.1377,239380,50ETF沽6月2891A,93,-0.9112,1.7288,-0.0648,0.0928,0.1973,0.1441,0.1277,510050P2506A02950,2.8910,0.1377,0.1337
2025-06-09,0.1811,0.193,0.177,0.1867,105078,50ETF沽6月2940A,46,-0.9675,0.7806,0.0368,0.0419,0.2458,0.1930,0.1770,510050P2506A03000,2.9400,0.1867,0.18
2025-06-09,0.2406,0.2528,0.234,0.2463,252977,50ETF沽6月3000,191,-0.9927,0.2162,0.0977,0.0116,0.2973,0.2528,0.2340,510050P2506M03000,3.0000,0.2463,0.239
2025-06-09,0.2813,0.2909,0.2719,0.2841,29163,50ETF沽6月3038A,41,-0.9976,0.081,0.113,0.0043,0.3283,0.2909,0.2719,510050P2506A03100,3.0380,0.2841,0.2767
2025-06-09,0.5642,0.5881,0.5642,0.5881,180,沪深300ETF购6月3444A,13,0,NAN,0,0,0,0.5881,0.5642,159919C2506M003500A,3.4440,0.5881,0
2025-06-09,0.4686,0.4771,0.4686,0.4771,74,沪深300ETF购6月3542A,11,0,NAN,0,0,0,0.4771,0.4686,159919C2506M003600A,3.5420,0.4771,0
